Report Number,Report DateTime,Offense Parent Group,Offense,Offense Code,MCPP,Longitude,Latitude,Year,Month,Day,Hour,Minute,Location,Zipcode
2020-927624,12/11/2020 09:42:51 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,JUDKINS PARK/NORTH BEACON HILL,-122.310280938,47.59664771,2020.0,12.0,8.0,19.0,53.0,"1626, South Lane Street, Little Saigon, Central District, Seattle, King County, Washington, 98144, United States",98144
2020-927625,12/11/2020 09:42:19 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,COLUMBIA CITY,-122.278059456,47.5552224,2020.0,12.0,9.0,0.0,30.0,"4411, South Dawson Street, Columbia City, Rainier Valley, Seattle, King County, Washington, 98118, United States",98118
2020-927617,12/11/2020 06:12:39 AM,LARCENY-THEFT,All Other Larceny,23H,LAKECITY,-122.296393385,47.72560745,2020.0,12.0,8.0,10.0,30.0,"13332, 30th Avenue Northeast, Kenwood, Lake City, Seattle, King County, Washington, 98125, United States",98125
2020-927616,12/11/2020 06:12:27 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,ROOSEVELT/RAVENNA,-122.297418441,47.67902807,2020.0,12.0,8.0,23.0,20.0,"6849, 28th Avenue Northeast, Ravenna, Seattle, King County, Washington, 98115, United States",98115
2020-927615,12/11/2020 06:12:19 AM,LARCENY-THEFT,All Other Larceny,23H,ROOSEVELT/RAVENNA,-122.329690846,47.68775253,2020.0,12.0,9.0,10.0,46.0,"8033, Sunnyside Avenue North, Licton Springs, Maple Leaf, Seattle, King County, Washington, 98103, United States",98103
2020-340861,12/10/2020 02:11:41 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,-122.344584902,47.61575309,2020.0,12.0,10.0,13.0,37.0,"Seattle Fire Station No 2, 2320, 4th Avenue, Central Business District, Belltown, Seattle, King County, Washington, 98121, United States",98121
2020-927612,12/10/2020 01:42:18 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,UNIVERSITY,-122.317826636,47.65659558,2020.0,12.0,9.0,0.0,45.0,"Roosevelt Way Northeast, University District, Seattle, King County, Washington, 98105-6286, United States",98105-6286
2020-927605,12/10/2020 01:22:45 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,QUEEN ANNE,-122.369035161,47.62934958,2020.0,12.0,9.0,8.0,50.0,"1115, 9th Avenue West, Queen Anne, Seattle, King County, Washington, 98119, United States",98119
2020-340650,12/10/2020 01:19:33 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SODO,-122.334198297,47.58504132,2020.0,12.0,10.0,0.0,17.0,"1936, 1st Avenue South, International District/Chinatown, Seattle, King County, Washington, 98134, United States",98134
2020-927602,12/10/2020 12:12:25 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,MORGAN,-122.38059022,47.54069414,2020.0,12.0,8.0,13.0,0.0,"3803, Southwest Willow Street, High Point, Delridge, Seattle, King County, Washington, 98126, United States",98126
2020-927601,12/10/2020 12:12:17 PM,LARCENY-THEFT,Theft From Building,23D,NORTH BEACON HILL,-122.305101404,47.55970982,2020.0,12.0,8.0,15.0,20.0,"2273, South Columbian Way, South Seattle, Rainier Valley, Seattle, King County, Washington, 98108, United States",98108
2020-927600,12/10/2020 12:02:45 PM,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,NORTH BEACON HILL,-122.305101404,47.55970982,2020.0,12.0,8.0,15.0,20.0,"2273, South Columbian Way, South Seattle, Rainier Valley, Seattle, King County, Washington, 98108, United States",98108
2020-927596,12/10/2020 11:52:27 AM,LARCENY-THEFT,All Other Larceny,23H,ROOSEVELT/RAVENNA,-122.341821307,47.6894572,2020.0,12.0,4.0,18.0,50.0,"8310, Stone Avenue North, Licton Springs, Greenwood, Seattle, King County, Washington, 98103, United States",98103
2020-927597,12/10/2020 11:52:19 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CAPITOL HILL,-122.319548538,47.6205013,2020.0,12.0,1.0,0.0,0.0,"218, 10th Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States",98102
2020-340734,12/10/2020 11:43:10 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,NORTHGATE,-122.335093928,47.70816912,2020.0,12.0,9.0,10.0,0.0,"1946, North Northgate Way, Haller Lake, Seattle, King County, Washington, 98133, United States",98133
2020-927594,12/10/2020 10:42:35 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,MONTLAKE/PORTAGE BAY,-122.301194687,47.64171472,2020.0,12.0,8.0,10.0,0.0,"2418, East Miller Street, Montlake, Seattle, King County, Washington, 98112, United States",98112
2020-927592,12/10/2020 10:12:42 AM,LARCENY-THEFT,Shoplifting,23C,NORTHGATE,-122.324615158,47.7086028,2020.0,12.0,5.0,18.0,22.0,"Dick's Sporting Goods, 328, Northeast Northgate Way, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-927584,12/10/2020 10:02:47 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,MILLER PARK,-122.304660327,47.6248117,2020.0,12.0,5.0,22.0,41.0,"611, 21st Avenue East, Madison Valley, Seattle, King County, Washington, 98112, United States",98112
2020-927583,12/10/2020 10:02:31 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,WALLINGFORD,-122.326138971,47.66407969,2020.0,12.0,5.0,17.0,35.0,"4731, Thackeray Place Northeast, Meridian, Wallingford, Seattle, King County, Washington, 98105, United States",98105
2020-340490,12/10/2020 08:20:52 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,BELLTOWN,-122.353751129,47.61859552,2020.0,12.0,10.0,5.0,48.0,"150, Denny Way, Uptown, Belltown, Seattle, King County, Washington, 98109, United States",98109
2020-340535,12/10/2020 08:03:15 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,BALLARD SOUTH,-122.406064484,47.67241515,2020.0,12.0,9.0,8.0,45.0,"Maris, 6006, Seaview Avenue Northwest, Sunset Hill, Seaview, Seattle, King County, Washington, 98107, United States",98107
2020-927580,12/10/2020 07:52:38 AM,LARCENY-THEFT,All Other Larceny,23H,CENTRAL AREA/SQUIRE PARK,-122.308182847,47.61290001,2020.0,12.0,8.0,0.0,0.0,"1816, East Union Street, Central District, Seattle, King County, Washington, 98122, United States",98122
2020-927579,12/10/2020 07:52:28 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,PHINNEY RIDGE,-122.346660406,47.67393843,2020.0,12.0,8.0,13.0,20.0,"North 63rd Street, Phinney Ridge, Seattle, King County, Washington, 98103, United States",98103
2020-340521,12/10/2020 07:50:57 AM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SLU/CASCADE,-122.338295122,47.61555441,2020.0,12.0,10.0,7.0,20.0,"Amazon.com Meeting Center, 2031, 7th Avenue, Central Business District, Belltown, Seattle, King County, Washington, 98121, United States",98121
2020-927575,12/10/2020 07:22:36 AM,LARCENY-THEFT,All Other Larceny,23H,ROOSEVELT/RAVENNA,-122.29139066,47.67578251,2020.0,12.0,8.0,1.0,0.0,"3311, Northeast 65th Street, Ravenna, Seattle, King County, Washington, 98115, United States",98115
2020-340486,12/10/2020 06:27:59 AM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SOUTH DELRIDGE,-122.355829482,47.51810155,2020.0,12.0,10.0,5.0,38.0,"Center Tool Rentals, 9444, Delridge Way Southwest, Highland Park, Seattle, King County, Washington, 98106, United States",98106
2020-340454,12/10/2020 06:11:18 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,WALLINGFORD,-122.335161913,47.64745579,2020.0,12.0,10.0,3.0,30.0,"Dero, Burke Avenue North, Wallingford, Seattle, King County, Washington, 98015, United States",98015
2020-340363,12/10/2020 01:08:01 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,LAKECITY,-122.296347286,47.72199624,2020.0,12.0,9.0,18.0,30.0,"Cedar Park Apartments, 12730, 30th Avenue Northeast, Kenwood, Lake City, Seattle, King County, Washington, 98125, United States",98125
2020-340348,12/10/2020 01:07:56 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,MAGNOLIA,-122.385304544,47.65397806,2020.0,12.0,9.0,23.0,6.0,"2210, West Emerson Street, Magnolia, Seattle, King County, Washington, 98199, United States",98199
2020-340263,12/10/2020 12:12:21 AM,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,GREENWOOD,-122.359314737,47.69061787,2020.0,12.0,9.0,20.0,37.0,"129, Northwest 85th Street, Greenwood, Seattle, King County, Washington, 98117, United States",98117
2020-340360,12/09/2020 11:46:51 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SODO,-122.339155626,47.56750438,2020.0,12.0,9.0,23.0,28.0,"East Marginal Way South, Seattle, King County, Washington, 98134, United States",98134
2020-340301,12/09/2020 10:45:13 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,FREMONT,-122.359576692,47.66084972,2020.0,12.0,8.0,22.0,0.0,"4418, Baker Avenue Northwest, Phinney Ridge, Seattle, King County, Washington, 98107, United States",98107
2020-340252,12/09/2020 10:43:48 PM,LARCENY-THEFT,Shoplifting,23C,BELLTOWN,-122.348355068,47.61563755,2020.0,12.0,9.0,20.0,7.0,"2505, 2nd Avenue, Uptown, Belltown, Seattle, King County, Washington, 98121, United States",98121
2020-340072,12/09/2020 09:41:14 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,NORTHGATE,-122.333977205,47.70775664,2020.0,12.0,4.0,16.0,30.0,"Courtyard Seattle Northgate, 10733, Meridian Avenue North, Haller Lake, Seattle, King County, Washington, 98133, United States",98133
2020-340099,12/09/2020 09:27:34 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,MADRONA/LESCHI,-122.29927595,47.59926042,2020.0,12.0,7.0,3.0,50.0,"Wood Shop BBQ, 2513, South Jackson Street, Leschi, Seattle, King County, Washington, 98144, United States",98144
2020-340056,12/09/2020 09:25:47 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,BITTERLAKE,-122.355501405,47.71143694,2020.0,12.0,8.0,21.0,57.0,"11232, Greenwood Avenue North, Broadview, Seattle, King County, Washington, 98133, United States",98133
2020-340189,12/09/2020 08:54:19 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CAPITOL HILL,-122.316763886,47.62253997,2020.0,12.0,9.0,18.0,59.0,"416, 12th Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States",98102
2020-340211,12/09/2020 08:27:24 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTH BEACON HILL,-122.314227494,47.58146858,2020.0,12.0,9.0,19.0,33.0,"Baja Bistro, 2414, Beacon Avenue South, Beacon Hill, Seattle, King County, Washington, 98144, United States",98144
2020-339965,12/09/2020 07:52:13 PM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,MADRONA/LESCHI,-122.287243933,47.59166598,2020.0,12.0,9.0,0.0,0.0,"1314, Lakeside Avenue South, Leschi, Seattle, King County, Washington, 98144, United States",98144
2020-339708,12/09/2020 07:01:16 PM,FRAUD OFFENSES,Identity Theft,26F,UNIVERSITY,-122.314198344,47.66567595,2020.0,12.0,1.0,0.0,0.0,"5021, Brooklyn Avenue Northeast, University District, Seattle, King County, Washington, 98105, United States",98105
2020-339985,12/09/2020 06:41:30 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,MOUNT BAKER,-122.299158741,47.57967225,2020.0,12.0,8.0,14.0,45.0,"Wendy's, 2547, Rainier Avenue South, Mount Baker, Seattle, King County, Washington, 98144, United States",98144
2020-340126,12/09/2020 06:22:13 PM,LARCENY-THEFT,Shoplifting,23C,DOWNTOWN COMMERCIAL,-122.335017876,47.61090902,2020.0,12.0,9.0,17.0,50.0,"520 Pike Tower, 520, Pike Street, Central Business District, First Hill, Seattle, King County, Washington, 98101, United States",98101
2020-339926,12/09/2020 06:12:09 PM,FRAUD OFFENSES,Identity Theft,26F,CAPITOL HILL,-122.312657576,47.62154049,2020.0,12.0,1.0,12.0,0.0,"The Maple Building, 330, 15th Avenue East, Capitol Hill, Seattle, King County, Washington, 98112, United States",98112
2020-339567,12/09/2020 05:56:05 PM,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,PIONEER SQUARE,-122.33112414,47.60171758,2020.0,12.0,9.0,7.0,25.0,"Yesler Way & 2nd Avenue South, Yesler Way, West Edge, International District/Chinatown, Seattle, King County, Washington, 98104, United States",98104
2020-339931,12/09/2020 05:24:17 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,EASTLAKE - WEST,-122.328719508,47.6382476,2020.0,12.0,9.0,11.0,50.0,"60, East Boston Street, Eastlake, Seattle, King County, Washington, 98102, United States",98102
2020-339837,12/09/2020 04:52:28 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,RAINIER VIEW,-122.250970674,47.50448639,2020.0,12.0,9.0,3.0,0.0,"10726, 66th Avenue South, Seattle, King County, Washington, 98178, United States",98178
2020-339837,12/09/2020 04:52:28 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,RAINIER VIEW,-122.250970674,47.50448639,2020.0,12.0,9.0,3.0,0.0,"10726, 66th Avenue South, Seattle, King County, Washington, 98178, United States",98178
2020-339917,12/09/2020 04:42:35 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,NORTHGATE,-122.324615158,47.7086028,2020.0,12.0,9.0,13.0,51.0,"Dick's Sporting Goods, 328, Northeast Northgate Way, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-339828,12/09/2020 04:23:45 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,MAGNOLIA,-122.396045642,47.65316301,2020.0,12.0,9.0,0.0,0.0,"3008, West Tilden Street, Lawton Park, Magnolia, Seattle, King County, Washington, 98199, United States",98199
2020-339828,12/09/2020 04:23:45 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,MAGNOLIA,-122.396045642,47.65316301,2020.0,12.0,9.0,0.0,0.0,"3008, West Tilden Street, Lawton Park, Magnolia, Seattle, King County, Washington, 98199, United States",98199
2020-339793,12/09/2020 02:56:33 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,GREENWOOD,-122.359314737,47.69061787,2020.0,12.0,9.0,8.0,40.0,"129, Northwest 85th Street, Greenwood, Seattle, King County, Washington, 98117, United States",98117
2020-339889,12/09/2020 02:45:05 PM,LARCENY-THEFT,All Other Larceny,23H,FIRST HILL,-122.32344394,47.60412808,2020.0,12.0,9.0,13.0,14.0,"Harborview Medical Center, 325, 9th Avenue, Little Saigon, Yesler Terrace, Seattle, King County, Washington, 98104, United States",98104
2020-339725,12/09/2020 01:13:41 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,FIRST HILL,-122.328258076,47.61442568,2020.0,12.0,6.0,5.0,40.0,"Melrose Market, Minor Avenue, Central Business District, First Hill, Seattle, King County, Washington, 98191, United States",98191
2020-339697,12/09/2020 01:08:35 PM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,ALASKA JUNCTION,-122.385453977,47.56377896,2020.0,12.0,9.0,9.0,57.0,"Hope Lutheran Church, 4456, 42nd Avenue Southwest, West Seattle, Seattle, King County, Washington, 98116, United States",98116
2020-339638,12/09/2020 10:58:21 AM,LARCENY-THEFT,All Other Larceny,23H,DOWNTOWN COMMERCIAL,-122.335580276,47.60229737,2020.0,12.0,9.0,9.0,0.0,"619 Western Building, Western Avenue, West Edge, International District/Chinatown, Seattle, King County, Washington, 98174, United States",98174
2020-339710,12/09/2020 10:45:26 AM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,NORTHGATE,-122.3339376,47.70548994,2020.0,12.0,9.0,10.0,13.0,"10514, Meridian Avenue North, Northgate, Seattle, King County, Washington, 98133, United States",98133
2020-927570,12/09/2020 10:42:18 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,LAKECITY,-122.312586686,47.71669627,2020.0,12.0,1.0,0.0,0.0,"12026, 15th Avenue Northeast, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-927568,12/09/2020 10:32:43 AM,FRAUD OFFENSES,Wire Fraud,26E,CAPITOL HILL,-122.320915228,47.6225585,2020.0,12.0,3.0,9.0,49.0,"Infinity Nails & Spa, 418, Broadway East, Capitol Hill, Seattle, King County, Washington, 98102, United States",98102
2020-927566,12/09/2020 10:32:23 AM,LARCENY-THEFT,All Other Larceny,23H,ALASKA JUNCTION,-122.372470956,47.56818046,2020.0,12.0,5.0,5.0,28.0,"3215, Southwest Andover Street, West Seattle, Seattle, King County, Washington, 98126, United States",98126
2020-927565,12/09/2020 10:12:43 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,FIRST HILL,-122.325402691,47.60626898,2020.0,12.0,5.0,14.0,0.0,"Archdiocesan Offices, 725, 9th Avenue, Central Business District, First Hill, Seattle, King County, Washington, 98138, United States",98138
2020-927564,12/09/2020 10:12:36 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,CENTRAL AREA/SQUIRE PARK,-122.298568487,47.61826316,2020.0,12.0,7.0,22.0,0.0,"1816, 26th Avenue, Madison Valley, Seattle, King County, Washington, 98122, United States",98122
2020-339662,12/09/2020 10:03:02 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,BALLARD SOUTH,-122.37281684,47.66220153,2020.0,12.0,9.0,3.0,30.0,"1152, Northwest 46th Street, Phinney Ridge, Seattle, King County, Washington, 98107, United States",98107
2020-927560,12/09/2020 10:03:02 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,BRIGHTON/DUNLAP,-122.278036719,47.5370561,2020.0,12.0,8.0,11.0,15.0,"4402, South Othello Street, Dunlap, Seattle, King County, Washington, 98118, United States",98118
2020-927559,12/09/2020 10:02:44 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,QUEEN ANNE,-122.342322729,47.62757349,2020.0,12.0,8.0,6.0,0.0,"Neptune, 912, Dexter Avenue North, Westlake, Queen Anne, Seattle, King County, Washington, 98109, United States",98109
2020-339677,12/09/2020 09:54:29 AM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,QUEEN ANNE,-122.355433824,47.6209357,2020.0,12.0,4.0,14.0,0.0,"101, Lenny Wilkens Way, Uptown, Belltown, Seattle, King County, Washington, 98109, United States",98109
2020-927557,12/09/2020 09:52:36 AM,LARCENY-THEFT,All Other Larceny,23H,LAKECITY,-122.295802983,47.71831529,2020.0,12.0,7.0,19.0,5.0,"12328, Lake City Way Northeast, Lake City, Seattle, King County, Washington, 98125, United States",98125
2020-927554,12/09/2020 09:43:11 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,MOUNT BAKER,-122.29101029,47.57075994,2020.0,12.0,8.0,11.0,45.0,"3610, 33rd Avenue South, Mount Baker, Seattle, King County, Washington, 98144, United States",98144
2020-339635,12/09/2020 09:42:59 AM,LARCENY-THEFT,All Other Larceny,23H,ROOSEVELT/RAVENNA,-122.33947628,47.67154158,2020.0,12.0,8.0,0.0,0.0,"5738, East Green Lake Way North, Meridian, Green Lake, Seattle, King County, Washington, 98103, United States",98103
2020-927548,12/09/2020 09:42:39 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,FREMONT,-122.34533886,47.65307548,2020.0,12.0,3.0,4.0,0.0,"3831, Bridge Way North, Fremont, Seattle, King County, Washington, 98103, United States",98103
2020-927547,12/09/2020 09:32:19 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,-122.346311222,47.61915025,2020.0,12.0,4.0,18.0,0.0,"Taylor 28, 100, Taylor Avenue North, South Lake Union, Belltown, Seattle, King County, Washington, 98109, United States",98109
2020-339631,12/09/2020 09:27:23 AM,LARCENY-THEFT,Theft From Building,23D,MOUNT BAKER,-122.29101029,47.57075994,2020.0,12.0,9.0,9.0,0.0,"3610, 33rd Avenue South, Mount Baker, Seattle, King County, Washington, 98144, United States",98144
2020-339640,12/09/2020 09:22:20 AM,LARCENY-THEFT,Shoplifting,23C,MADRONA/LESCHI,-122.300510579,47.59927753,2020.0,12.0,9.0,9.0,5.0,"Walgreens, 2400, South Jackson Street, Central District, Seattle, King County, Washington, 98144, United States",98144
2020-339592,12/09/2020 09:13:40 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,BALLARD NORTH,-122.380010873,47.68594342,2020.0,12.0,9.0,5.0,15.0,"7728, 18th Avenue Northwest, Whittier Heights, Ballard, Seattle, King County, Washington, 98117, United States",98117
